timestamp,value_min,value_q05,value_q95,value_max,value_mean,value_median,value_std,value_skew,value_sum,value_last,value_count
2009-05-03 18:00:00,-34157.7,-29124.97421875,27726.84921875,30108.4,1074.0382,-585.3905029296875,19206.55842015943,-0.062176112,1.4499515e+06,28786.1,1350
2009-05-04 00:00:00,-28288.9,-24518.64482421875,32614.990039062497,36137.8,421.15475,-4910.4501953125,19540.996365191655,0.4036409,568558.94,36137.8,1350
2009-05-04 06:00:00,-26651.6,-24458.599609375,30989.65,36283.5,358.898,508.14649963378906,17993.252987201937,0.2174002,484512.3,29196.1,1350
2009-05-04 12:00:00,-35096.7,-30957.09521484375,23049.79560546875,29014.9,141.76163,5430.630126953125,18596.097431983184,-0.43320435,191378.19,24967.5,1350
2009-05-04 18:00:00,-34107.2,-29071.17421875,27698.74521484375,30081.7,1129.6125,-570.5335083007812,19174.590702122823,-0.06656685,1.5249769e+06,27986.7,1350
2009-05-05 00:00:00,-28259.2,-24508.39443359375,32554.099609375,35947.7,406.0121,-4910.4501953125,19510.397699770852,0.40076184,548116.3,35745.6,1350
2009-05-05 06:00:00,-26800.2,-24522.65,31178.355078124994,36277.5,364.30106,520.0330047607422,18055.005622073124,0.21756302,491806.4,29754.8,1350
2009-05-05 12:00:00,-35257.2,-31056.74521484375,23189.49482421875,29543.8,151.76067,5463.320068359375,18695.29142046739,-0.431254,204876.89,24608.0,1350
2009-05-05 18:00:00,-34282.5,-29252.344921875,27719.544921875,30144.1,1093.3165,-585.3909912109375,19202.382354362424,-0.06894842,1.4759774e+06,27309.2,1350
2009-05-06 00:00:00,-28321.6,-24557.29013671875,32602.24443359375,36063.6,401.44455,-4873.304931640625,19513.171193634123,0.39862698,541950.1,35184.0,1350
2009-05-06 06:00:00,-26844.8,-24712.09013671875,31297.64482421875,36381.5,366.35962,555.6925048828125,18149.05659531335,0.21631587,494585.47,29621.1,1350
2009-05-06 12:00:00,-35171.0,-30930.64013671875,23151.7404296875,29668.6,225.99399,5424.68994140625,18687.793571665876,-0.43599552,305091.88,23963.1,1350
2009-05-06 18:00:00,-33970.5,-28819.49560546875,20740.550390624998,30040.1,-7974.476,-10190.85009765625,16726.872854083413,0.4155485,-7.870808e+07,26631.6,9870
2009-05-07 00:00:00,-28143.3,-24454.78017578125,32284.430175781246,35695.1,371.96478,-4809.419921875,19376.574174141275,0.3931399,502152.44,33897.2,1350
2009-05-07 06:00:00,-26259.4,-24210.65,30983.749609375,35959.5,516.7614,708.7309875488281,17874.225884855194,0.21693133,697627.9,28916.8,1350
2009-05-07 12:00:00,-34983.8,-30723.675390625,22593.49921875,29252.6,171.46187,5271.650146484375,18496.18697969105,-0.43398395,231473.53,23151.9,1350
2009-05-07 18:00:00,-33887.3,-28756.9599609375,27547.200390625,29959.8,1050.0459,-714.6520080566406,19117.707457680834,-0.054861452,1.417562e+06,25829.3,1350
2009-05-08 00:00:00,-28018.5,-24455.94443359375,32098.050390625,35582.2,326.73218,-4697.985107421875,19271.785508129607,0.39086714,441088.44,32619.4,1350
2009-05-08 06:00:00,-26084.1,-24121.550390625,30985.499609374994,35828.8,612.5718,851.3684997558594,17808.000644743108,0.20779985,826971.9,28132.3,1350
2009-05-08 12:00:00,-35013.5,-30692.4404296875,22412.24521484375,28985.2,175.47833,5233.02001953125,18450.283276567206,-0.4368305,236895.75,22227.7,1350
2009-05-08 18:00:00,-33940.8,-30053.149609375,26317.54443359375,30019.3,233.63289,-1735.3699951171875,19143.58125998185,-0.04630109,315404.4,25237.9,1350
2009-05-09 00:00:00,-28128.5,-24478.419921875,32227.170214843747,35906.1,352.88193,-4672.72509765625,19305.442935271672,0.39058897,476390.6,31689.3,1350
2009-05-09 06:00:00,-27032.0,-24729.0,31507.29482421875,36191.3,517.237,875.1415100097656,18182.22523573687,0.19690064,698269.94,27808.4,1350
2009-05-09 12:00:00,-35227.5,-31057.819921874998,23035.2400390625,29588.4,210.51079,5264.219970703125,18745.42539222135,-0.42935395,284189.56,21520.5,1350
2009-05-09 18:00:00,-34077.5,-29014.0,27624.2853515625,30040.1,979.3847,-788.9405212402344,19143.53657898011,-0.053113874,1.3221694e+06,24738.7,1350
2009-05-10 00:00:00,-28107.7,-24467.599609375,32108.7845703125,35727.8,318.76877,-4675.695068359375,19261.10914983026,0.38922593,430337.84,30046.0,1350
2009-05-10 06:00:00,-26538.7,-24457.59443359375,31347.165429687495,35965.5,577.6383,887.0279846191406,18001.43699525288,0.20215967,779811.7,26518.7,1350
2009-05-10 12:00:00,-35168.0,-30973.09013671875,22790.374609374998,29252.6,218.95676,5369.715087890625,18635.213449003375,-0.432583,295591.62,20581.4,1350
2009-05-10 18:00:00,-34044.8,-28925.74560546875,27620.14921875,30022.3,987.4274,-811.2270202636719,19128.245552105345,-0.054112032,1.333027e+06,24189.0,1350
2009-05-11 00:00:00,-28107.7,-24436.0904296875,32150.24521484375,35692.1,306.4176,-4647.46484375,19243.282402608656,0.387757,413663.75,28483.0,1350
2009-05-11 06:00:00,-26434.7,-24367.14482421875,31281.194921874998,35852.6,591.9969,1025.2100219726562,17947.58507344377,0.20444022,799195.8,25356.8,1350
2009-05-11 12:00:00,-35257.2,-30693.5099609375,22695.574999999997,29101.1,81.508064,4874.940185546875,18498.175609889524,-0.41705957,110035.89,18854.9,1350
2009-05-11 18:00:00,-34466.7,-29843.61474609375,27784.1396484375,30197.6,438.55603,-1696.739990234375,19259.452543170362,-0.033682372,592050.6,23814.5,1350
